"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","209","Creating colored boards","tests","2026-06-01","failed","2026-06-01","","test_boards","",""
"","0","Updating card","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","0","Archiving cards","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","252","Creating board with pydantic validation","tests","2026-06-01","failed","2026-06-01","","test_boards","",""
"","0","E2E test","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","0","Deleting new board","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","360","Creating new board","tests","2026-06-01","failed","2026-06-01","","test_boards","",""
"","0","Creating new card","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","0","Creating checklist and item","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","0","Creating new list","tests","2026-06-01","broken","2026-06-01","","test_boards","",""
"","204","Creating card in fake list","tests","2026-06-01","passed","2026-06-01","","test_negative","",""
"","260","Creating colored boards","tests","2026-06-01","failed","2026-06-01","","test_boards","",""
"","72","Creating board with giant name","tests","2026-06-01","passed","2026-06-01","","test_negative","",""
"","220","Creating colored boards","tests","2026-06-01","failed","2026-06-01","","test_boards","",""
"","176","Creating board with invalid token","tests","2026-06-01","passed","2026-06-01","","test_negative","",""
