"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Deleting new board","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","167","Creating colored boards","tests","2026-07-17","failed","2026-07-17","","test_boards","",""
"","184","Creating card in fake list","tests","2026-07-17","passed","2026-07-17","","test_negative","",""
"","0","E2E test","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","0","Creating new card","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","118","Creating board with invalid token","tests","2026-07-17","passed","2026-07-17","","test_negative","",""
"","0","Creating checklist and item","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","170","Creating board with pydantic validation","tests","2026-07-17","failed","2026-07-17","","test_boards","",""
"","0","Updating card","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","195","Creating colored boards","tests","2026-07-17","failed","2026-07-17","","test_boards","",""
"","211","Creating new board","tests","2026-07-17","failed","2026-07-17","","test_boards","",""
"","0","Archiving cards","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","0","Creating new list","tests","2026-07-17","broken","2026-07-17","","test_boards","",""
"","173","Creating colored boards","tests","2026-07-17","failed","2026-07-17","","test_boards","",""
"","133","Creating board with giant name","tests","2026-07-17","passed","2026-07-17","","test_negative","",""
