"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Updating card","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","0","Creating checklist and item","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","0","Archiving cards","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","0","Creating new list","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","0","E2E test","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","174","Creating card in fake list","tests","2026-06-18","passed","2026-06-18","","test_negative","",""
"","0","Creating new card","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","0","Deleting new board","tests","2026-06-18","broken","2026-06-18","","test_boards","",""
"","107","Creating board with pydantic validation","tests","2026-06-18","failed","2026-06-18","","test_boards","",""
"","90","Creating board with invalid token","tests","2026-06-18","passed","2026-06-18","","test_negative","",""
"","101","Creating colored boards","tests","2026-06-18","failed","2026-06-18","","test_boards","",""
"","54","Creating board with giant name","tests","2026-06-18","passed","2026-06-18","","test_negative","",""
"","187","Creating new board","tests","2026-06-18","failed","2026-06-18","","test_boards","",""
"","144","Creating colored boards","tests","2026-06-18","failed","2026-06-18","","test_boards","",""
"","109","Creating colored boards","tests","2026-06-18","failed","2026-06-18","","test_boards","",""
