"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","Creating board with pydantic validation","tests","Thu Apr 30 09:21:15 UTC 2026","failed","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","128","Creating new board","tests","Thu Apr 30 09:21:14 UTC 2026","failed","Thu Apr 30 09:21:14 UTC 2026","","test_boards","",""
"","74","Creating board with giant name","tests","Thu Apr 30 09:21:16 UTC 2026","passed","Thu Apr 30 09:21:16 UTC 2026","","test_negative","",""
"","0","Creating new card","tests","Thu Apr 30 09:21:14 UTC 2026","broken","Thu Apr 30 09:21:14 UTC 2026","","test_boards","",""
"","0","Deleting new board","tests","Thu Apr 30 09:21:14 UTC 2026","broken","Thu Apr 30 09:21:14 UTC 2026","","test_boards","",""
"","96","Creating card in fake list","tests","Thu Apr 30 09:21:16 UTC 2026","passed","Thu Apr 30 09:21:16 UTC 2026","","test_negative","",""
"","0","Creating checklist and item","tests","Thu Apr 30 09:21:16 UTC 2026","broken","Thu Apr 30 09:21:16 UTC 2026","","test_boards","",""
"","96","Creating colored boards","tests","Thu Apr 30 09:21:15 UTC 2026","failed","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","0","Updating card","tests","Thu Apr 30 09:21:15 UTC 2026","broken","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","64","Creating board with invalid token","tests","Thu Apr 30 09:21:16 UTC 2026","passed","Thu Apr 30 09:21:16 UTC 2026","","test_negative","",""
"","169","Creating colored boards","tests","Thu Apr 30 09:21:15 UTC 2026","failed","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","116","Creating colored boards","tests","Thu Apr 30 09:21:15 UTC 2026","failed","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","0","E2E test","tests","Thu Apr 30 09:21:15 UTC 2026","broken","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
"","0","Creating new list","tests","Thu Apr 30 09:21:14 UTC 2026","broken","Thu Apr 30 09:21:14 UTC 2026","","test_boards","",""
"","0","Archiving cards","tests","Thu Apr 30 09:21:15 UTC 2026","broken","Thu Apr 30 09:21:15 UTC 2026","","test_boards","",""
