"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","E2E test","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","184","Creating colored boards","tests","2026-06-08","failed","2026-06-08","","test_boards","",""
"","192","Creating card in fake list","tests","2026-06-08","passed","2026-06-08","","test_negative","",""
"","174","Creating board with pydantic validation","tests","2026-06-08","failed","2026-06-08","","test_boards","",""
"","345","Creating colored boards","tests","2026-06-08","failed","2026-06-08","","test_boards","",""
"","0","Updating card","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","58","Creating board with giant name","tests","2026-06-08","passed","2026-06-08","","test_negative","",""
"","0","Creating new card","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","0","Creating new list","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","178","Creating colored boards","tests","2026-06-08","failed","2026-06-08","","test_boards","",""
"","245","Creating new board","tests","2026-06-08","failed","2026-06-08","","test_boards","",""
"","143","Creating board with invalid token","tests","2026-06-08","passed","2026-06-08","","test_negative","",""
"","0","Creating checklist and item","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","0","Deleting new board","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
"","0","Archiving cards","tests","2026-06-08","broken","2026-06-08","","test_boards","",""
