"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","285","Creating colored boards","tests","Wed May 13 09:49:40 UTC 2026","failed","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","0","Archiving cards","tests","Wed May 13 09:49:41 UTC 2026","broken","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","150","Creating board with pydantic validation","tests","Wed May 13 09:49:41 UTC 2026","failed","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","0","Creating checklist and item","tests","Wed May 13 09:49:41 UTC 2026","broken","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","0","Updating card","tests","Wed May 13 09:49:41 UTC 2026","broken","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","180","Creating card in fake list","tests","Wed May 13 09:49:42 UTC 2026","passed","Wed May 13 09:49:42 UTC 2026","","test_negative","",""
"","167","Creating colored boards","tests","Wed May 13 09:49:41 UTC 2026","failed","Wed May 13 09:49:41 UTC 2026","","test_boards","",""
"","0","Deleting new board","tests","Wed May 13 09:49:40 UTC 2026","broken","Wed May 13 09:49:40 UTC 2026","","test_boards","",""
"","0","Creating new card","tests","Wed May 13 09:49:39 UTC 2026","broken","Wed May 13 09:49:39 UTC 2026","","test_boards","",""
"","281","Creating colored boards","tests","Wed May 13 09:49:40 UTC 2026","failed","Wed May 13 09:49:40 UTC 2026","","test_boards","",""
"","0","Creating new list","tests","Wed May 13 09:49:39 UTC 2026","broken","Wed May 13 09:49:39 UTC 2026","","test_boards","",""
"","190","Creating new board","tests","Wed May 13 09:49:39 UTC 2026","failed","Wed May 13 09:49:39 UTC 2026","","test_boards","",""
"","181","Creating board with giant name","tests","Wed May 13 09:49:42 UTC 2026","passed","Wed May 13 09:49:42 UTC 2026","","test_negative","",""
"","0","E2E test","tests","Wed May 13 09:49:40 UTC 2026","broken","Wed May 13 09:49:40 UTC 2026","","test_boards","",""
"","115","Creating board with invalid token","tests","Wed May 13 09:49:41 UTC 2026","passed","Wed May 13 09:49:42 UTC 2026","","test_negative","",""
