"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Creating new card","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","84","Creating card in fake list","tests","2026-06-09","passed","2026-06-09","","test_negative","",""
"","0","E2E test","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","176","Creating new board","tests","2026-06-09","failed","2026-06-09","","test_boards","",""
"","59","Creating board with invalid token","tests","2026-06-09","passed","2026-06-09","","test_negative","",""
"","163","Creating board with pydantic validation","tests","2026-06-09","failed","2026-06-09","","test_boards","",""
"","0","Deleting new board","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","0","Creating new list","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","60","Creating board with giant name","tests","2026-06-09","passed","2026-06-09","","test_negative","",""
"","0","Creating checklist and item","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","103","Creating colored boards","tests","2026-06-09","failed","2026-06-09","","test_boards","",""
"","164","Creating colored boards","tests","2026-06-09","failed","2026-06-09","","test_boards","",""
"","0","Updating card","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
"","104","Creating colored boards","tests","2026-06-09","failed","2026-06-09","","test_boards","",""
"","0","Archiving cards","tests","2026-06-09","broken","2026-06-09","","test_boards","",""
