"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","586","Creating checklist and item","tests","Wed Mar 25 10:11:49 UTC 2026","passed","Wed Mar 25 10:11:49 UTC 2026","","test_boards","",""
"","928","Creating colored boards","tests","Wed Mar 25 10:11:41 UTC 2026","passed","Wed Mar 25 10:11:42 UTC 2026","","test_boards","",""
"","296","Archiving cards","tests","Wed Mar 25 10:11:44 UTC 2026","passed","Wed Mar 25 10:11:44 UTC 2026","","test_boards","",""
"","970","Creating colored boards","tests","Wed Mar 25 10:11:40 UTC 2026","passed","Wed Mar 25 10:11:41 UTC 2026","","test_boards","",""
"","618","Deleting new board","tests","Wed Mar 25 10:11:37 UTC 2026","passed","Wed Mar 25 10:11:38 UTC 2026","","test_boards","",""
"","101","Creating board with giant name","tests","Wed Mar 25 10:11:50 UTC 2026","passed","Wed Mar 25 10:11:50 UTC 2026","","test_negative","",""
"","958","Creating colored boards","tests","Wed Mar 25 10:11:42 UTC 2026","passed","Wed Mar 25 10:11:43 UTC 2026","","test_boards","",""
"","183","Creating card in fake list","tests","Wed Mar 25 10:11:50 UTC 2026","passed","Wed Mar 25 10:11:50 UTC 2026","","test_negative","",""
"","601","Creating new board","tests","Wed Mar 25 10:11:32 UTC 2026","passed","Wed Mar 25 10:11:33 UTC 2026","","test_boards","",""
"","474","Creating new card","tests","Wed Mar 25 10:11:34 UTC 2026","passed","Wed Mar 25 10:11:34 UTC 2026","","test_boards","",""
"","269","Updating card","tests","Wed Mar 25 10:11:47 UTC 2026","passed","Wed Mar 25 10:11:47 UTC 2026","","test_boards","",""
"","138","Creating board with invalid token","tests","Wed Mar 25 10:11:50 UTC 2026","passed","Wed Mar 25 10:11:50 UTC 2026","","test_negative","",""
"","970","Creating board with pydantic validation","tests","Wed Mar 25 10:11:45 UTC 2026","passed","Wed Mar 25 10:11:46 UTC 2026","","test_boards","",""
"","629","E2E test","tests","Wed Mar 25 10:11:39 UTC 2026","passed","Wed Mar 25 10:11:39 UTC 2026","","test_boards","",""
"","298","Creating new list","tests","Wed Mar 25 10:11:35 UTC 2026","passed","Wed Mar 25 10:11:35 UTC 2026","","test_boards","",""
