"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Creating new card","tests","Fri May 01 09:06:19 UTC 2026","broken","Fri May 01 09:06:19 UTC 2026","","test_boards","",""
"","237","Creating colored boards","tests","Fri May 01 09:06:19 UTC 2026","failed","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","0","Archiving cards","tests","Fri May 01 09:06:20 UTC 2026","broken","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","237","Creating colored boards","tests","Fri May 01 09:06:20 UTC 2026","failed","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","0","Creating new list","tests","Fri May 01 09:06:19 UTC 2026","broken","Fri May 01 09:06:19 UTC 2026","","test_boards","",""
"","161","Creating board with pydantic validation","tests","Fri May 01 09:06:20 UTC 2026","failed","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","0","Creating checklist and item","tests","Fri May 01 09:06:21 UTC 2026","broken","Fri May 01 09:06:21 UTC 2026","","test_boards","",""
"","237","Creating new board","tests","Fri May 01 09:06:18 UTC 2026","failed","Fri May 01 09:06:18 UTC 2026","","test_boards","",""
"","149","Creating card in fake list","tests","Fri May 01 09:06:21 UTC 2026","passed","Fri May 01 09:06:21 UTC 2026","","test_negative","",""
"","129","Creating board with giant name","tests","Fri May 01 09:06:21 UTC 2026","passed","Fri May 01 09:06:21 UTC 2026","","test_negative","",""
"","169","Creating colored boards","tests","Fri May 01 09:06:20 UTC 2026","failed","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","0","Deleting new board","tests","Fri May 01 09:06:19 UTC 2026","broken","Fri May 01 09:06:19 UTC 2026","","test_boards","",""
"","0","E2E test","tests","Fri May 01 09:06:19 UTC 2026","broken","Fri May 01 09:06:19 UTC 2026","","test_boards","",""
"","0","Updating card","tests","Fri May 01 09:06:20 UTC 2026","broken","Fri May 01 09:06:20 UTC 2026","","test_boards","",""
"","135","Creating board with invalid token","tests","Fri May 01 09:06:21 UTC 2026","passed","Fri May 01 09:06:21 UTC 2026","","test_negative","",""
