"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Updating card","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","174","Creating card in fake list","tests","2026-06-29","passed","2026-06-29","","test_negative","",""
"","158","Creating board with invalid token","tests","2026-06-29","passed","2026-06-29","","test_negative","",""
"","0","Creating checklist and item","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","185","Creating colored boards","tests","2026-06-29","failed","2026-06-29","","test_boards","",""
"","435","Creating new board","tests","2026-06-29","failed","2026-06-29","","test_boards","",""
"","101","Creating board with giant name","tests","2026-06-29","passed","2026-06-29","","test_negative","",""
"","0","Deleting new board","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","0","Creating new card","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","371","Creating colored boards","tests","2026-06-29","failed","2026-06-29","","test_boards","",""
"","0","Archiving cards","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","520","Creating board with pydantic validation","tests","2026-06-29","failed","2026-06-29","","test_boards","",""
"","0","Creating new list","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
"","253","Creating colored boards","tests","2026-06-29","failed","2026-06-29","","test_boards","",""
"","0","E2E test","tests","2026-06-29","broken","2026-06-29","","test_boards","",""
