"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","212","Creating colored boards","tests","Fri Apr 10 10:35:53 UTC 2026","failed","Fri Apr 10 10:35:53 UTC 2026","","test_boards","",""
"","42","Creating board with giant name","tests","Fri Apr 10 10:35:55 UTC 2026","passed","Fri Apr 10 10:35:55 UTC 2026","","test_negative","",""
"","0","Deleting new board","tests","Fri Apr 10 10:35:53 UTC 2026","broken","Fri Apr 10 10:35:53 UTC 2026","","test_boards","",""
"","0","Updating card","tests","Fri Apr 10 10:35:54 UTC 2026","broken","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","0","Creating new card","tests","Fri Apr 10 10:35:52 UTC 2026","broken","Fri Apr 10 10:35:52 UTC 2026","","test_boards","",""
"","181","Creating colored boards","tests","Fri Apr 10 10:35:53 UTC 2026","failed","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","198","Creating board with pydantic validation","tests","Fri Apr 10 10:35:54 UTC 2026","failed","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","197","Creating board with invalid token","tests","Fri Apr 10 10:35:55 UTC 2026","passed","Fri Apr 10 10:35:55 UTC 2026","","test_negative","",""
"","276","Creating card in fake list","tests","Fri Apr 10 10:35:55 UTC 2026","passed","Fri Apr 10 10:35:55 UTC 2026","","test_negative","",""
"","0","Archiving cards","tests","Fri Apr 10 10:35:54 UTC 2026","broken","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","0","Creating checklist and item","tests","Fri Apr 10 10:35:54 UTC 2026","broken","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","202","Creating new board","tests","Fri Apr 10 10:35:52 UTC 2026","failed","Fri Apr 10 10:35:52 UTC 2026","","test_boards","",""
"","0","Creating new list","tests","Fri Apr 10 10:35:53 UTC 2026","broken","Fri Apr 10 10:35:53 UTC 2026","","test_boards","",""
"","186","Creating colored boards","tests","Fri Apr 10 10:35:54 UTC 2026","failed","Fri Apr 10 10:35:54 UTC 2026","","test_boards","",""
"","0","E2E test","tests","Fri Apr 10 10:35:53 UTC 2026","broken","Fri Apr 10 10:35:53 UTC 2026","","test_boards","",""
