"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","897","Creating board with pydantic validation","tests","Tue Mar 31 10:36:21 UTC 2026","passed","Tue Mar 31 10:36:22 UTC 2026","","test_boards","",""
"","591","Deleting new board","tests","Tue Mar 31 10:36:14 UTC 2026","passed","Tue Mar 31 10:36:15 UTC 2026","","test_boards","",""
"","938","Creating colored boards","tests","Tue Mar 31 10:36:17 UTC 2026","passed","Tue Mar 31 10:36:18 UTC 2026","","test_boards","",""
"","381","Creating new card","tests","Tue Mar 31 10:36:10 UTC 2026","passed","Tue Mar 31 10:36:10 UTC 2026","","test_boards","",""
"","696","E2E test","tests","Tue Mar 31 10:36:15 UTC 2026","passed","Tue Mar 31 10:36:16 UTC 2026","","test_boards","",""
"","138","Creating board with invalid token","tests","Tue Mar 31 10:36:26 UTC 2026","passed","Tue Mar 31 10:36:26 UTC 2026","","test_negative","",""
"","653","Creating checklist and item","tests","Tue Mar 31 10:36:25 UTC 2026","passed","Tue Mar 31 10:36:26 UTC 2026","","test_boards","",""
"","550","Creating new board","tests","Tue Mar 31 10:36:08 UTC 2026","passed","Tue Mar 31 10:36:09 UTC 2026","","test_boards","",""
"","296","Archiving cards","tests","Tue Mar 31 10:36:21 UTC 2026","passed","Tue Mar 31 10:36:21 UTC 2026","","test_boards","",""
"","1101","Creating colored boards","tests","Tue Mar 31 10:36:18 UTC 2026","passed","Tue Mar 31 10:36:19 UTC 2026","","test_boards","",""
"","236","Updating card","tests","Tue Mar 31 10:36:23 UTC 2026","passed","Tue Mar 31 10:36:24 UTC 2026","","test_boards","",""
"","245","Creating new list","tests","Tue Mar 31 10:36:13 UTC 2026","passed","Tue Mar 31 10:36:13 UTC 2026","","test_boards","",""
"","921","Creating colored boards","tests","Tue Mar 31 10:36:19 UTC 2026","passed","Tue Mar 31 10:36:20 UTC 2026","","test_boards","",""
"","38","Creating board with giant name","tests","Tue Mar 31 10:36:26 UTC 2026","passed","Tue Mar 31 10:36:27 UTC 2026","","test_negative","",""
"","153","Creating card in fake list","tests","Tue Mar 31 10:36:27 UTC 2026","passed","Tue Mar 31 10:36:27 UTC 2026","","test_negative","",""
