"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Creating new card","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","179","Creating colored boards","tests","2026-06-03","failed","2026-06-03","","test_boards","",""
"","0","Creating checklist and item","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","201","Creating colored boards","tests","2026-06-03","failed","2026-06-03","","test_boards","",""
"","0","Deleting new board","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","203","Creating new board","tests","2026-06-03","failed","2026-06-03","","test_boards","",""
"","0","Archiving cards","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","0","Updating card","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","0","Creating new list","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","42","Creating board with giant name","tests","2026-06-03","passed","2026-06-03","","test_negative","",""
"","140","Creating board with invalid token","tests","2026-06-03","passed","2026-06-03","","test_negative","",""
"","148","Creating card in fake list","tests","2026-06-03","passed","2026-06-03","","test_negative","",""
"","0","E2E test","tests","2026-06-03","broken","2026-06-03","","test_boards","",""
"","186","Creating colored boards","tests","2026-06-03","failed","2026-06-03","","test_boards","",""
"","314","Creating board with pydantic validation","tests","2026-06-03","failed","2026-06-03","","test_boards","",""
