"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Updating card","tests","Mon Apr 27 09:25:18 UTC 2026","broken","Mon Apr 27 09:25:18 UTC 2026","","test_boards","",""
"","0","Creating new list","tests","Mon Apr 27 09:25:16 UTC 2026","broken","Mon Apr 27 09:25:16 UTC 2026","","test_boards","",""
"","0","Creating checklist and item","tests","Mon Apr 27 09:25:18 UTC 2026","broken","Mon Apr 27 09:25:18 UTC 2026","","test_boards","",""
"","0","E2E test","tests","Mon Apr 27 09:25:17 UTC 2026","broken","Mon Apr 27 09:25:17 UTC 2026","","test_boards","",""
"","0","Deleting new board","tests","Mon Apr 27 09:25:16 UTC 2026","broken","Mon Apr 27 09:25:16 UTC 2026","","test_boards","",""
"","205","Creating colored boards","tests","Mon Apr 27 09:25:17 UTC 2026","failed","Mon Apr 27 09:25:17 UTC 2026","","test_boards","",""
"","137","Creating board with invalid token","tests","Mon Apr 27 09:25:18 UTC 2026","passed","Mon Apr 27 09:25:18 UTC 2026","","test_negative","",""
"","0","Creating new card","tests","Mon Apr 27 09:25:16 UTC 2026","broken","Mon Apr 27 09:25:16 UTC 2026","","test_boards","",""
"","219","Creating new board","tests","Mon Apr 27 09:25:16 UTC 2026","failed","Mon Apr 27 09:25:16 UTC 2026","","test_boards","",""
"","0","Archiving cards","tests","Mon Apr 27 09:25:17 UTC 2026","broken","Mon Apr 27 09:25:17 UTC 2026","","test_boards","",""
"","201","Creating board with pydantic validation","tests","Mon Apr 27 09:25:18 UTC 2026","failed","Mon Apr 27 09:25:18 UTC 2026","","test_boards","",""
"","183","Creating colored boards","tests","Mon Apr 27 09:25:17 UTC 2026","failed","Mon Apr 27 09:25:17 UTC 2026","","test_boards","",""
"","38","Creating board with giant name","tests","Mon Apr 27 09:25:18 UTC 2026","passed","Mon Apr 27 09:25:19 UTC 2026","","test_negative","",""
"","177","Creating card in fake list","tests","Mon Apr 27 09:25:19 UTC 2026","passed","Mon Apr 27 09:25:19 UTC 2026","","test_negative","",""
"","172","Creating colored boards","tests","Mon Apr 27 09:25:17 UTC 2026","failed","Mon Apr 27 09:25:17 UTC 2026","","test_boards","",""
